"","year","gdi","countrycode","scenario"
"1468",2014,0.789,"MLI","Observed"
"1469",2014,0.954,"MLT","Observed"
"1470",2014,0.84,"MRT","Observed"
"1471",2014,0.963,"MUS","Observed"
"1472",2014,0.951,"MEX","Observed"
"1473",2014,1.006,"MDA","Observed"
"1474",2014,1.025,"MNG","Observed"
"1475",2014,0.955,"MNE","Observed"
"1476",2014,0.825,"MAR","Observed"
"1477",2014,0.903,"MOZ","Observed"
"1479",2014,1.003,"NAM","Observed"
"1480",2014,0.915,"NPL","Observed"
"1481",2014,0.965,"NLD","Observed"
"1482",2014,0.965,"NZL","Observed"
"1483",2014,0.946,"NIC","Observed"
"1484",2014,0.277,"NER","Observed"
"1485",2014,0.865,"NGA","Observed"
"1486",2014,0.993,"NOR","Observed"
"1487",2014,0.943,"OMN","Observed"
"1488",2014,0.736,"PAK","Observed"
"1489",2014,0.865,"PSE","Observed"
"1490",2014,1.004,"PAN","Observed"
"1492",2014,0.978,"PRY","Observed"
"1493",2014,0.949,"PER","Observed"
"1494",2014,0.994,"PHL","Observed"
"1495",2014,1.007,"POL","Observed"
"1496",2014,0.984,"PRT","Observed"
"1497",2014,1.028,"QAT","Observed"
"1498",2014,0.987,"ROU","Observed"
"1499",2014,1.019,"RUS","Observed"
"1500",2014,0.942,"RWA","Observed"
"1501",2014,0.987,"LCA","Observed"
"1502",2014,0.887,"STP","Observed"
"1503",2014,0.878,"SAU","Observed"
"1504",2014,0.896,"SEN","Observed"
"1505",2014,0.972,"SRB","Observed"
"1506",2014,0.869,"SLE","Observed"
"1507",2014,0.978,"SGP","Observed"
"1508",2014,0.989,"SVK","Observed"
"1509",2014,1,"SVN","Observed"
"1510",2014,0.986,"ZAF","Observed"
"1511",2014,0.826,"SSD","Observed"
"1512",2014,0.977,"ESP","Observed"
"1513",2014,0.934,"LKA","Observed"
"1514",2014,0.824,"SDN","Observed"
"1515",2014,0.977,"SUR","Observed"
"1516",2014,0.996,"SWE","Observed"
"1517",2014,0.988,"CHE","Observed"
"1518",2014,0.81,"SYR","Observed"
"1519",2014,0.918,"TJK","Observed"
"1520",2014,0.926,"TZA","Observed"
"1521",2014,0.999,"THA","Observed"
"1522",2014,0.945,"MKD","Observed"
"1523",2014,0.848,"TLS","Observed"
"1524",2014,0.797,"TGO","Observed"
"1525",2014,0.951,"TON","Observed"
"1526",2014,1.01,"TTO","Observed"
"1527",2014,0.893,"TUN","Observed"
"1528",2014,0.918,"TUR","Observed"
"1529",2014,0.862,"UGA","Observed"
"1530",2014,0.996,"UKR","Observed"
"1531",2014,0.963,"ARE","Observed"
"1532",2014,0.955,"GBR","Observed"
"1533",2014,0.993,"USA","Observed"
"1534",2014,1.009,"URY","Observed"
"1535",2014,0.947,"UZB","Observed"
"1536",2014,1.029,"VEN","Observed"
"1537",2014,1.009,"VNM","Observed"
"1538",2014,0.6,"YEM","Observed"
"1539",2014,0.933,"ZMB","Observed"
"1540",2014,0.926,"ZWE","Observed"
"1569",2015,0.614,"AFG","Observed"
"1570",2015,0.968,"ALB","Observed"
"1571",2015,0.859,"DZA","Observed"
"1572",2015,0.999,"ARG","Observed"
"1573",2015,0.974,"ARM","Observed"
"1574",2015,0.975,"AUS","Observed"
"1575",2015,0.972,"AUT","Observed"
"1576",2015,0.954,"AZE","Observed"
"1578",2015,0.937,"BHR","Observed"
"1579",2015,0.879,"BGD","Observed"
"1580",2015,1.016,"BRB","Observed"
"1581",2015,1.024,"BLR","Observed"
"1582",2015,0.97,"BEL","Observed"
"1583",2015,0.973,"BLZ","Observed"
"1584",2015,0.882,"BEN","Observed"
"1585",2015,0.889,"BTN","Observed"
"1586",2015,0.925,"BOL","Observed"
"1587",2015,0.913,"BIH","Observed"
"1588",2015,0.979,"BWA","Observed"
"1589",2015,1.018,"BRA","Observed"
"1590",2015,0.993,"BRN","Observed"
"1591",2015,0.991,"BGR","Observed"
"1592",2015,0.865,"BFA","Observed"
"1593",2015,0.999,"BDI","Observed"
"1594",2015,0.946,"CPV","Observed"
"1595",2015,0.912,"KHM","Observed"
"1596",2015,0.865,"CMR","Observed"
"1597",2015,0.985,"CAN","Observed"
"1598",2015,0.77,"CAF","Observed"
"1599",2015,0.789,"TCD","Observed"
"1600",2015,0.961,"CHL","Observed"
"1601",2015,0.956,"CHN","Observed"
"1602",2015,0.996,"COL","Observed"
"1603",2015,0.874,"COM","Observed"
"1604",2015,0.935,"COG","Observed"
"1605",2015,0.833,"COD","Observed"
"1606",2015,0.979,"CRI","Observed"
"1607",2015,0.99,"HRV","Observed"
"1608",2015,0.944,"CUB","Observed"
"1609",2015,0.988,"CYP","Observed"
"1610",2015,0.985,"CZE","Observed"
"1611",2015,0.789,"CIV","Observed"
"1612",2015,0.979,"DNK","Observed"
"1613",2015,1.002,"DOM","Observed"
"1614",2015,0.974,"ECU","Observed"
"1615",2015,0.852,"EGY","Observed"
"1616",2015,0.972,"SLV","Observed"
"1617",2015,1.02,"EST","Observed"
"1618",2015,0.945,"SWZ","Observed"
"1619",2015,0.844,"ETH","Observed"
"1621",2015,1.002,"FIN","Observed"
"1622",2015,0.988,"FRA","Observed"
"1623",2015,0.911,"GAB","Observed"
"1624",2015,0.82,"GMB","Observed"
"1625",2015,0.979,"GEO","Observed"
"1626",2015,0.967,"DEU","Observed"
"1627",2015,0.898,"GHA","Observed"
"1628",2015,0.963,"GRC","Observed"
"1629",2015,0.948,"GTM","Observed"
"1630",2015,0.806,"GIN","Observed"
"1631",2015,0.947,"GUY","Observed"
"1632",2015,0.881,"HTI","Observed"
"1633",2015,0.977,"HND","Observed"
"1634",2015,0.965,"HKG","Observed"
"1635",2015,0.986,"HUN","Observed"
"1636",2015,0.966,"ISL","Observed"
"1637",2015,0.832,"IND","Observed"
"1638",2015,0.928,"IDN","Observed"
"1639",2015,0.861,"IRN","Observed"
"1640",2015,0.819,"IRQ","Observed"
"1641",2015,0.979,"IRL","Observed"
"1642",2015,0.973,"ISR","Observed"
"1643",2015,0.967,"ITA","Observed"
"1644",2015,0.982,"JAM","Observed"
"1645",2015,0.972,"JPN","Observed"
"1646",2015,0.855,"JOR","Observed"
"1647",2015,1.007,"KAZ","Observed"
"1648",2015,0.931,"KEN","Observed"
"1649",2015,0.932,"KOR","Observed"
"1650",2015,0.989,"KWT","Observed"
"1651",2015,0.966,"KGZ","Observed"
"1652",2015,0.929,"LAO","Observed"
"1653",2015,1.029,"LVA","Observed"
"1654",2015,0.888,"LBN","Observed"
"1655",2015,1.01,"LSO","Observed"
"1656",2015,0.835,"LBR","Observed"
"1657",2015,0.924,"LBY","Observed"
"1658",2015,1.027,"LTU","Observed"
"1659",2015,0.968,"LUX","Observed"
"1660",2015,0.943,"MDG","Observed"
"1661",2015,0.933,"MWI","Observed"
"1662",2015,0.977,"MYS","Observed"
"1663",2015,0.921,"MDV","Observed"
"1664",2015,0.805,"MLI","Observed"
"1665",2015,0.96,"MLT","Observed"
"1666",2015,0.838,"MRT","Observed"
"1667",2015,0.965,"MUS","Observed"
"1668",2015,0.952,"MEX","Observed"
"1669",2015,1.006,"MDA","Observed"
"1670",2015,1.026,"MNG","Observed"
"1671",2015,0.956,"MNE","Observed"
"1672",2015,0.826,"MAR","Observed"
"1673",2015,0.904,"MOZ","Observed"
"1675",2015,1.003,"NAM","Observed"
"1676",2015,0.921,"NPL","Observed"
"1677",2015,0.966,"NLD","Observed"
"1678",2015,0.964,"NZL","Observed"
"1679",2015,0.946,"NIC","Observed"
"1680",2015,0.807,"NER","Observed"
"1681",2015,0.867,"NGA","Observed"
"1682",2015,0.992,"NOR","Observed"
"1683",2015,0.945,"OMN","Observed"
"1684",2015,0.743,"PAK","Observed"
"1685",2015,0.874,"PSE","Observed"
"1686",2015,1.004,"PAN","Observed"
"1688",2015,0.975,"PRY","Observed"
"1689",2015,0.945,"PER","Observed"
"1690",2015,0.995,"PHL","Observed"
"1691",2015,1.006,"POL","Observed"
"1692",2015,0.984,"PRT","Observed"
"1693",2015,1.03,"QAT","Observed"
"1694",2015,0.986,"ROU","Observed"
"1695",2015,1.02,"RUS","Observed"
"1696",2015,0.942,"RWA","Observed"
"1697",2015,0.99,"LCA","Observed"
"1698",2015,0.895,"STP","Observed"
"1699",2015,0.879,"SAU","Observed"
"1700",2015,0.901,"SEN","Observed"
"1701",2015,0.974,"SRB","Observed"
"1702",2015,0.868,"SLE","Observed"
"1703",2015,0.979,"SGP","Observed"
"1704",2015,0.99,"SVK","Observed"
"1705",2015,1.001,"SVN","Observed"
"1706",2015,0.984,"ZAF","Observed"
"1707",2015,0.827,"SSD","Observed"
"1708",2015,0.978,"ESP","Observed"
"1709",2015,0.935,"LKA","Observed"
"1710",2015,0.825,"SDN","Observed"
"1711",2015,0.976,"SUR","Observed"
"1712",2015,0.992,"SWE","Observed"
"1713",2015,0.988,"CHE","Observed"
"1714",2015,0.802,"SYR","Observed"
"1715",2015,0.917,"TJK","Observed"
"1716",2015,0.924,"TZA","Observed"
"1717",2015,0.999,"THA","Observed"
"1718",2015,0.948,"MKD","Observed"
"1719",2015,0.857,"TLS","Observed"
"1720",2015,0.821,"TGO","Observed"
"1721",2015,0.951,"TON","Observed"
"1722",2015,1.014,"TTO","Observed"
"1723",2015,0.895,"TUN","Observed"
"1724",2015,0.92,"TUR","Observed"
"1725",2015,0.865,"UGA","Observed"
"1726",2015,0.993,"UKR","Observed"
"1727",2015,0.966,"ARE","Observed"
"1728",2015,0.961,"GBR","Observed"
"1729",2015,0.992,"USA","Observed"
"1730",2015,1.009,"URY","Observed"
"1731",2015,0.947,"UZB","Observed"
"1732",2015,1.029,"VEN","Observed"
"1733",2015,1.011,"VNM","Observed"
"1734",2015,0.55,"YEM","Observed"
"1735",2015,0.935,"ZMB","Observed"
"1736",2015,0.922,"ZWE","Observed"
"1765",2016,0.621,"AFG","Observed"
"1766",2016,0.969,"ALB","Observed"
"1767",2016,0.86,"DZA","Observed"
"1768",2016,0.998,"ARG","Observed"
"1769",2016,0.968,"ARM","Observed"
"1770",2016,0.975,"AUS","Observed"
"1771",2016,0.971,"AUT","Observed"
"1772",2016,0.949,"AZE","Observed"
"1774",2016,0.932,"BHR","Observed"
"1775",2016,0.882,"BGD","Observed"
"1776",2016,1.015,"BRB","Observed"
"1777",2016,1.02,"BLR","Observed"
"1778",2016,0.971,"BEL","Observed"
"1779",2016,0.978,"BLZ","Observed"
"1780",2016,0.887,"BEN","Observed"
"1781",2016,0.89,"BTN","Observed"
"1782",2016,0.922,"BOL","Observed"
"1783",2016,0.923,"BIH","Observed"
"1784",2016,0.979,"BWA","Observed"
"1785",2016,0.994,"BRA","Observed"
"1786",2016,0.991,"BRN","Observed"
"1787",2016,0.99,"BGR","Observed"
"1788",2016,0.869,"BFA","Observed"
"1789",2016,1,"BDI","Observed"
"1790",2016,0.948,"CPV","Observed"
"1791",2016,0.914,"KHM","Observed"
"1792",2016,0.865,"CMR","Observed"
"1793",2016,0.986,"CAN","Observed"
"1794",2016,0.778,"CAF","Observed"
"1795",2016,0.788,"TCD","Observed"
"1796",2016,0.961,"CHL","Observed"
"1797",2016,0.957,"CHN","Observed"
"1798",2016,0.997,"COL","Observed"
"1799",2016,0.874,"COM","Observed"
"1800",2016,0.935,"COG","Observed"
"1801",2016,0.845,"COD","Observed"
"1802",2016,0.976,"CRI","Observed"
"1803",2016,0.99,"HRV","Observed"
"1804",2016,0.944,"CUB","Observed"
"1805",2016,0.984,"CYP","Observed"
"1806",2016,0.986,"CZE","Observed"
"1807",2016,0.84,"CIV","Observed"
"1808",2016,0.98,"DNK","Observed"
"1809",2016,0.989,"DOM","Observed"
"1810",2016,0.979,"ECU","Observed"
"1811",2016,0.871,"EGY","Observed"
"1812",2016,0.97,"SLV","Observed"
"1813",2016,1.019,"EST","Observed"
"1814",2016,0.944,"SWZ","Observed"
"1815",2016,0.845,"ETH","Observed"
"1817",2016,1.001,"FIN","Observed"
"1818",2016,0.987,"FRA","Observed"
"1819",2016,0.911,"GAB","Observed"
"1820",2016,0.884,"GMB","Observed"
"1821",2016,0.975,"GEO","Observed"
"1822",2016,0.967,"DEU","Observed"
"1823",2016,0.909,"GHA","Observed"
"1824",2016,0.964,"GRC","Observed"
"1825",2016,0.948,"GTM","Observed"
"1826",2016,0.808,"GIN","Observed"
"1827",2016,0.948,"GUY","Observed"
"1828",2016,0.89,"HTI","Observed"
"1829",2016,0.977,"HND","Observed"
"1830",2016,0.965,"HKG","Observed"
"1831",2016,0.985,"HUN","Observed"
"1832",2016,0.965,"ISL","Observed"
"1833",2016,0.84,"IND","Observed"
"1834",2016,0.931,"IDN","Observed"
"1835",2016,0.871,"IRN","Observed"
"1836",2016,0.822,"IRQ","Observed"
"1837",2016,0.979,"IRL","Observed"
"1838",2016,0.975,"ISR","Observed"
"1839",2016,0.967,"ITA","Observed"
"1840",2016,0.988,"JAM","Observed"
"1841",2016,0.975,"JPN","Observed"
"1842",2016,0.856,"JOR","Observed"
"1843",2016,1.006,"KAZ","Observed"
"1844",2016,0.929,"KEN","Observed"
"1845",2016,0.932,"KOR","Observed"
"1846",2016,0.991,"KWT","Observed"
"1847",2016,0.96,"KGZ","Observed"
"1848",2016,0.933,"LAO","Observed"
"1849",2016,1.03,"LVA","Observed"
"1850",2016,0.888,"LBN","Observed"
"1851",2016,1.005,"LSO","Observed"
"1852",2016,0.835,"LBR","Observed"
"1853",2016,0.924,"LBY","Observed"
"1854",2016,1.026,"LTU","Observed"
"1855",2016,0.97,"LUX","Observed"
"1856",2016,0.962,"MDG","Observed"
"1857",2016,0.936,"MWI","Observed"
"1858",2016,0.975,"MYS","Observed"
"1859",2016,0.918,"MDV","Observed"
"1860",2016,0.818,"MLI","Observed"
"1861",2016,0.96,"MLT","Observed"
"1862",2016,0.842,"MRT","Observed"
"1863",2016,0.967,"MUS","Observed"
"1864",2016,0.954,"MEX","Observed"
"1865",2016,1.006,"MDA","Observed"
"1866",2016,1.023,"MNG","Observed"
"1867",2016,0.955,"MNE","Observed"
"1868",2016,0.832,"MAR","Observed"
"1869",2016,0.904,"MOZ","Observed"
"1871",2016,1.012,"NAM","Observed"
"1872",2016,0.924,"NPL","Observed"
"1873",2016,0.967,"NLD","Observed"
"1874",2016,0.966,"NZL","Observed"
"1875",2016,0.966,"NIC","Observed"
"1876",2016,0.809,"NER","Observed"
"1877",2016,0.867,"NGA","Observed"
"1878",2016,0.991,"NOR","Observed"
"1879",2016,0.944,"OMN","Observed"
"1880",2016,0.748,"PAK","Observed"
"1881",2016,0.878,"PSE","Observed"
"1882",2016,0.989,"PAN","Observed"
"1884",2016,0.971,"PRY","Observed"
"1885",2016,0.949,"PER","Observed"
"1886",2016,1,"PHL","Observed"
"1887",2016,1.006,"POL","Observed"
"1888",2016,0.984,"PRT","Observed"
"1889",2016,1.032,"QAT","Observed"
"1890",2016,0.985,"ROU","Observed"
"1891",2016,1.019,"RUS","Observed"
"1892",2016,0.94,"RWA","Observed"
"1893",2016,0.992,"LCA","Observed"
"1894",2016,0.896,"STP","Observed"
"1895",2016,0.878,"SAU","Observed"
"1896",2016,0.906,"SEN","Observed"
"1897",2016,0.976,"SRB","Observed"
"1898",2016,0.87,"SLE","Observed"
"1899",2016,0.98,"SGP","Observed"
"1900",2016,0.991,"SVK","Observed"
"1901",2016,1.003,"SVN","Observed"
"1902",2016,0.984,"ZAF","Observed"
"1903",2016,0.827,"SSD","Observed"
"1904",2016,0.979,"ESP","Observed"
"1905",2016,0.935,"LKA","Observed"
"1906",2016,0.831,"SDN","Observed"
"1907",2016,0.975,"SUR","Observed"
"1908",2016,0.992,"SWE","Observed"
"1909",2016,0.987,"CHE","Observed"
"1910",2016,0.797,"SYR","Observed"
"1911",2016,0.932,"TJK","Observed"
"1912",2016,0.929,"TZA","Observed"
"1913",2016,0.998,"THA","Observed"
"1914",2016,0.946,"MKD","Observed"
"1915",2016,0.858,"TLS","Observed"
"1916",2016,0.822,"TGO","Observed"
"1917",2016,0.96,"TON","Observed"
"1918",2016,1.012,"TTO","Observed"
"1919",2016,0.897,"TUN","Observed"
"1920",2016,0.922,"TUR","Observed"
"1921",2016,0.865,"UGA","Observed"
"1922",2016,0.993,"UKR","Observed"
"1923",2016,0.968,"ARE","Observed"
"1924",2016,0.96,"GBR","Observed"
"1925",2016,0.992,"USA","Observed"
"1926",2016,1.014,"URY","Observed"
"1927",2016,0.945,"UZB","Observed"
"1928",2016,1.016,"VEN","Observed"
"1929",2016,1.009,"VNM","Observed"
"1930",2016,0.48,"YEM","Observed"
"1931",2016,0.939,"ZMB","Observed"
"1932",2016,0.923,"ZWE","Observed"
"1961",2017,0.625,"AFG","Observed"
"1962",2017,0.97,"ALB","Observed"
"1963",2017,0.861,"DZA","Observed"
"1964",2017,0.997,"ARG","Observed"
"1965",2017,0.969,"ARM","Observed"
"1966",2017,0.975,"AUS","Observed"
"1967",2017,0.971,"AUT","Observed"
"1968",2017,0.949,"AZE","Observed"
"1970",2017,0.931,"BHR","Observed"
"1971",2017,0.881,"BGD","Observed"
"1972",2017,1.015,"BRB","Observed"
"1973",2017,1.02,"BLR","Observed"
"1974",2017,0.971,"BEL","Observed"
"1975",2017,0.979,"BLZ","Observed"
"1976",2017,0.875,"BEN","Observed"
"1977",2017,0.893,"BTN","Observed"
"1978",2017,0.929,"BOL","Observed"
"1979",2017,0.924,"BIH","Observed"
"1980",2017,0.976,"BWA","Observed"
"1981",2017,0.992,"BRA","Observed"
"1982",2017,0.991,"BRN","Observed"
"1983",2017,0.99,"BGR","Observed"
"1984",2017,0.87,"BFA","Observed"
"1985",2017,1.002,"BDI","Observed"
"1986",2017,0.949,"CPV","Observed"
"1987",2017,0.914,"KHM","Observed"
"1988",2017,0.866,"CMR","Observed"
"1989",2017,0.986,"CAN","Observed"
"1990",2017,0.78,"CAF","Observed"
"1991",2017,0.775,"TCD","Observed"
"1992",2017,0.961,"CHL","Observed"
"1993",2017,0.955,"CHN","Observed"
"1994",2017,0.997,"COL","Observed"
"1995",2017,0.876,"COM","Observed"
"1996",2017,0.934,"COG","Observed"
"1997",2017,0.852,"COD","Observed"
"1998",2017,0.974,"CRI","Observed"
"1999",2017,0.991,"HRV","Observed"
"2000",2017,0.942,"CUB","Observed"
"2001",2017,0.984,"CYP","Observed"
"2002",2017,0.986,"CZE","Observed"
"2003",2017,0.841,"CIV","Observed"
"2004",2017,0.98,"DNK","Observed"
"2005",2017,0.989,"DOM","Observed"
"2006",2017,0.978,"ECU","Observed"
"2007",2017,0.872,"EGY","Observed"
"2008",2017,0.969,"SLV","Observed"
"2009",2017,1.019,"EST","Observed"
"2010",2017,0.943,"SWZ","Observed"
"2011",2017,0.846,"ETH","Observed"
"2013",2017,1,"FIN","Observed"
"2014",2017,0.987,"FRA","Observed"
"2015",2017,0.911,"GAB","Observed"
"2016",2017,0.89,"GMB","Observed"
"2017",2017,0.975,"GEO","Observed"
"2018",2017,0.967,"DEU","Observed"
"2019",2017,0.91,"GHA","Observed"
"2020",2017,0.964,"GRC","Observed"
"2021",2017,0.948,"GTM","Observed"
"2022",2017,0.81,"GIN","Observed"
"2023",2017,0.948,"GUY","Observed"
"2025",2017,0.978,"HND","Observed"
"2026",2017,0.965,"HKG","Observed"
"2027",2017,0.985,"HUN","Observed"
"2028",2017,0.966,"ISL","Observed"
"2029",2017,0.841,"IND","Observed"
"2030",2017,0.932,"IDN","Observed"
"2031",2017,0.871,"IRN","Observed"
"2032",2017,0.823,"IRQ","Observed"
"2033",2017,0.979,"IRL","Observed"
"2034",2017,0.975,"ISR","Observed"
"2035",2017,0.967,"ITA","Observed"
"2036",2017,0.988,"JAM","Observed"
"2037",2017,0.975,"JPN","Observed"
"2038",2017,0.857,"JOR","Observed"
"2039",2017,1.007,"KAZ","Observed"
"2040",2017,0.931,"KEN","Observed"
"2041",2017,0.932,"KOR","Observed"
"2042",2017,0.99,"KWT","Observed"
"2043",2017,0.96,"KGZ","Observed"
"2044",2017,0.934,"LAO","Observed"
"2045",2017,1.03,"LVA","Observed"
"2046",2017,0.889,"LBN","Observed"
"2047",2017,1.004,"LSO","Observed"
"2048",2017,0.846,"LBR","Observed"
"2049",2017,0.929,"LBY","Observed"
"2050",2017,1.026,"LTU","Observed"
"2051",2017,0.969,"LUX","Observed"
"2052",2017,0.962,"MDG","Observed"
"2053",2017,0.936,"MWI","Observed"
"2054",2017,0.976,"MYS","Observed"
"2055",2017,0.919,"MDV","Observed"
"2056",2017,0.811,"MLI","Observed"
"2057",2017,0.961,"MLT","Observed"
"2058",2017,0.845,"MRT","Observed"
"2059",2017,0.968,"MUS","Observed"
"2060",2017,0.954,"MEX","Observed"
"2061",2017,1.005,"MDA","Observed"
"2062",2017,1.023,"MNG","Observed"
"2063",2017,0.956,"MNE","Observed"
"2064",2017,0.838,"MAR","Observed"
"2065",2017,0.904,"MOZ","Observed"
"2066",2017,0.959,"MMR","Observed"
"2067",2017,1.014,"NAM","Observed"
"2068",2017,0.925,"NPL","Observed"
"2069",2017,0.966,"NLD","Observed"
"2070",2017,0.966,"NZL","Observed"
"2071",2017,0.966,"NIC","Observed"
"2072",2017,0.812,"NER","Observed"
"2073",2017,0.868,"NGA","Observed"
"2074",2017,0.991,"NOR","Observed"
"2075",2017,0.942,"OMN","Observed"
"2076",2017,0.75,"PAK","Observed"
"2077",2017,0.877,"PSE","Observed"
"2078",2017,0.989,"PAN","Observed"
"2080",2017,0.972,"PRY","Observed"
"2081",2017,0.95,"PER","Observed"
"2082",2017,1,"PHL","Observed"
"2083",2017,1.006,"POL","Observed"
"2084",2017,0.983,"PRT","Observed"
"2085",2017,1.031,"QAT","Observed"
"2086",2017,0.985,"ROU","Observed"
"2087",2017,1.019,"RUS","Observed"
"2088",2017,0.941,"RWA","Observed"
"2089",2017,0.993,"LCA","Observed"
"2090",2017,0.892,"STP","Observed"
"2091",2017,0.877,"SAU","Observed"
"2092",2017,0.911,"SEN","Observed"
"2093",2017,0.976,"SRB","Observed"
"2094",2017,0.872,"SLE","Observed"
"2095",2017,0.982,"SGP","Observed"
"2096",2017,0.991,"SVK","Observed"
"2097",2017,1.003,"SVN","Observed"
"2098",2017,0.984,"ZAF","Observed"
"2099",2017,0.826,"SSD","Observed"
"2100",2017,0.979,"ESP","Observed"
"2101",2017,0.935,"LKA","Observed"
"2102",2017,0.831,"SDN","Observed"
"2103",2017,0.975,"SUR","Observed"
"2104",2017,0.992,"SWE","Observed"
"2105",2017,0.987,"CHE","Observed"
"2106",2017,0.788,"SYR","Observed"
"2107",2017,0.933,"TJK","Observed"
"2108",2017,0.928,"TZA","Observed"
"2109",2017,0.996,"THA","Observed"
"2110",2017,0.946,"MKD","Observed"
"2111",2017,0.855,"TLS","Observed"
"2112",2017,0.822,"TGO","Observed"
"2113",2017,0.96,"TON","Observed"
"2114",2017,1.013,"TTO","Observed"
"2115",2017,0.897,"TUN","Observed"
"2116",2017,0.922,"TUR","Observed"
"2117",2017,0.865,"UGA","Observed"
"2118",2017,0.993,"UKR","Observed"
"2119",2017,0.968,"ARE","Observed"
"2120",2017,0.96,"GBR","Observed"
"2121",2017,0.992,"USA","Observed"
"2122",2017,1.014,"URY","Observed"
"2123",2017,0.945,"UZB","Observed"
"2124",2017,1.011,"VEN","Observed"
"2125",2017,1.005,"VNM","Observed"
"2126",2017,0.425,"YEM","Observed"
"2127",2017,0.941,"ZMB","Observed"
"2128",2017,0.924,"ZWE","Observed"
